LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default_next_month,delay_count,max_delay,avg_delay,recent_delay,severe_delay_count,total_bill_amt,avg_bill_amt,max_bill_amt,bill_trend,total_pay_amt,avg_pay_amt,max_pay_amt,payment_to_bill_ratio,utilization_proxy
80000,2,3,3,37,-2,-2,-2,-2,-2,-2,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,600,100.0,600,600,0,0.0,0,0.0,0.0012499843751953101
150000,2,1,1,33,2,2,2,2,2,2,105610,106885,108706,105470,111687,113747,4500,5000,0,8000,4000,4700,1,6,2,2.0,1,6,652105,108684.16666666667,113747,-8137,26200,4366.666666666667,8000,0.04017751715211944,0.7245562807359063
160000,2,1,1,33,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.16666666666666666,1,0,0,0.0,0,0,0,0.0,0,0.0,0.0
150000,2,4,1,34,0,0,0,0,0,0,14967,17705,19394,18956,20684,22237,3000,2000,2000,2000,2000,1000,0,0,0,0.0,0,0,113943,18990.5,22237,-7270,12000,2000.0,3000,0.10531489152566173,0.1266024893167379
130000,2,3,1,45,-1,-1,-1,2,-1,-1,780,0,780,390,540,11040,0,780,0,540,11040,953,0,1,2,0.3333333333333333,0,1,13530,2255.0,11040,-10260,13313,2218.8333333333335,11040,0.9838888478309068,0.017346020415227575
210000,2,2,1,40,-2,-2,-1,-1,-2,-2,2245,1789,4292,2388,4090,2375,1794,4326,2395,4102,2382,2614,0,0,0,0.0,0,0,17179,2863.1666666666665,4292,-130,17613,2935.5,4326,1.0252037252619324,0.013634062060021936
360000,2,2,1,42,-1,0,0,0,0,-1,64268,45659,18875,7742,5572,131869,2339,4564,2200,1000,131869,3862,0,0,0,0.0,0,0,273985,45664.166666666664,131869,-67601,145834,24305.666666666668,131869,0.5322680720912747,0.12684455506142112
500000,2,2,1,45,-2,-2,-2,-2,-2,-2,443118,155322,67515,68639,70302,40721,155484,67533,72049,70430,40721,133611,0,0,0,0.0,0,0,845617,140936.16666666666,443118,402397,539828,89971.33333333333,155484,0.6383828158814027,0.28187176958979415
220000,2,1,2,33,-1,2,-1,-1,-1,-1,652,326,1070,1163,2044,204,0,1070,1163,2049,204,4953,0,1,2,0.3333333333333333,1,1,5459,909.8333333333334,2044,448,9439,1573.1666666666667,4953,1.7287545787545788,0.004135587262482141
320000,2,2,1,46,-2,-2,-2,-1,-1,-1,15176,24845,12680,5522,44743,18931,24969,12743,5542,44956,19011,8138,0,0,0,0.0,0,0,121897,20316.166666666668,44743,-3755,115359,19226.5,44956,0.9463567901032011,0.06348782243388823
220000,2,1,1,41,8,7,6,5,4,3,246915,243234,238172,232446,227800,225044,0,0,0,0,0,0,1,6,8,5.5,1,6,1413611,235601.83333333334,246915,21871,0,0.0,0,0.0,1.0709125564580768
80000,2,2,2,32,0,0,0,0,0,0,50189,57701,66736,74626,74092,59274,10000,10000,10104,5000,5000,5000,0,0,0,0.0,0,0,382618,63769.666666666664,74626,-9085,45104,7517.333333333333,10104,0.11788227976132916,0.7971108694474652
210000,2,4,2,32,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
160000,2,1,1,32,0,0,0,0,0,0,111907,106109,89231,67134,55773,46485,3805,2993,2293,1838,1687,2735,0,0,0,0.0,0,0,476639,79439.83333333333,111907,65422,15351,2558.5,3805,0.03220669687814703,0.4964958552342381
160000,2,1,2,33,-1,-1,-2,-2,-2,-2,699,0,26808,0,0,0,0,26808,0,0,0,0,1,0,0,0.0,0,0,27507,4584.5,26808,699,26808,4468.0,26808,0.9745528573505889,0.028652945919088006
440000,2,1,1,36,0,-1,-1,-1,0,0,14234,11061,19669,18613,13669,24849,11066,19669,33152,0,20000,7046,0,0,0,0.0,0,0,102095,17015.833333333332,24849,-10615,90933,15155.5,33152,0.8906617301363423,0.038672260593347135
90000,2,2,1,36,1,-1,-1,-1,-1,-1,0,950,628,284,1055,2607,950,628,284,1055,2607,0,0,1,1,0.16666666666666666,1,0,5524,920.6666666666666,2607,-2607,5524,920.6666666666666,2607,0.9998190045248869,0.010229515968341093
230000,2,3,1,37,0,0,0,0,0,0,225800,228342,189966,142377,143828,143698,8440,6100,7000,5356,5400,5200,0,0,0,0.0,0,0,1074011,179001.83333333334,228342,82102,37496,6249.333333333333,8440,0.034912086643352214,0.7782654568168544
180000,2,1,2,33,1,-1,-1,-1,-2,-1,0,4163,7683,0,0,9500,4163,7683,200,0,9500,0,0,1,1,0.16666666666666666,1,0,21346,3557.6666666666665,9500,-9500,21546,3591.0,9500,1.009322152995737,0.01976470501089809
440000,2,2,1,32,2,0,0,0,0,0,339410,324469,324109,287932,287892,276902,11500,11129,10300,11098,11200,12000,0,1,2,0.3333333333333333,1,1,1840714,306785.6666666667,339410,62508,67227,11204.5,12000,0.03652222098478037,0.697238566882045
200000,2,1,1,41,1,-1,0,-1,2,0,2217,61328,2877,160944,156864,160066,61634,2877,160944,0,5900,13000,1,2,2,0.5,1,1,544296,90716.0,160944,-157849,244355,40725.833333333336,160944,0.4489368855606406,0.45357773211133945
220000,2,2,1,41,-2,-2,-2,-2,-2,-2,24435,2131,36010,1050,9522,2340,2142,36204,1055,9569,6995,492,0,0,0,0.0,0,0,75488,12581.333333333334,36010,22095,56457,9409.5,36204,0.7478837976393912,0.057187618844156775
360000,2,2,1,39,-1,2,2,-1,-1,-1,1220,330,165,5773,3598,3598,170,0,5773,3598,3598,6208,0,2,2,0.6666666666666666,1,2,14684,2447.3333333333335,5773,-2378,19347,3224.5,6208,1.3174668028600613,0.006798129264455747
120000,2,1,2,27,-1,-1,-2,-2,-2,-2,934,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,934,155.66666666666666,934,934,0,0.0,0,0.0,0.001297211412127121
20000,2,1,2,27,0,0,0,0,0,0,5635,5735,4941,4236,3200,1375,1186,1300,1246,264,375,700,0,0,0,0.0,0,0,25122,4187.0,5735,4260,5071,845.1666666666666,1300,0.20184691318711936,0.20933953302334884
230000,2,1,2,28,-1,2,0,0,0,0,2376,2178,27460,22515,20109,13700,0,27446,1400,0,274,0,0,1,2,0.3333333333333333,1,1,88338,14723.0,27460,-11324,29120,4853.333333333333,27446,0.3296392306908613,0.0640127651618906
30000,2,2,2,29,-2,-2,-2,-2,-2,-2,647,1222,249,5051,1188,375,1222,249,5051,2202,375,264,0,0,0,0.0,0,0,8732,1455.3333333333333,5051,272,9363,1560.5,5051,1.0721401580212986,0.04850949412797351
160000,2,1,2,29,0,0,0,0,0,2,157067,155760,153047,122831,124794,116746,5708,7424,4251,6010,5000,4000,1,1,2,0.3333333333333333,0,1,830245,138374.16666666666,157067,40321,32393,5398.833333333333,7424,0.0390161470214852,0.8648331364595637
170000,2,2,2,29,0,0,0,0,0,0,69314,65083,67062,68188,56454,58453,2330,3028,2847,2600,3400,2045,0,0,0,0.0,0,0,384554,64092.333333333336,69314,10861,16250,2708.3333333333335,3400,0.04225663429158378,0.37701150777544445
140000,2,1,2,29,1,-1,-1,-1,-1,-1,0,1216,2677,2985,3739,1242,1216,2698,6069,3889,1242,3061,0,1,1,0.16666666666666666,1,0,11859,1976.5,3739,-1242,18175,3029.1666666666665,6069,1.5324620573355818,0.014117756301740702
160000,2,1,1,33,-1,2,2,-2,-2,-1,7845,2956,3161,600,65000,2206,0,3161,0,65000,2206,339,1,2,2,0.6666666666666666,1,2,81768,13628.0,65000,5639,70706,11784.333333333334,65000,0.8647042277635779,0.08517446765957713
500000,2,1,2,36,0,-1,-1,-1,-2,-2,13302,1040,3662,0,1770,3384,1051,3722,0,1770,3384,206,0,0,0,0.0,0,0,23158,3859.6666666666665,13302,9918,10133,1688.8333333333333,3722,0.43754048102249665,0.007719317894697543
80000,2,3,1,31,0,0,0,-1,0,0,62636,61808,22227,48215,45618,37799,5000,4000,50012,10000,10000,7177,1,0,0,0.0,0,0,278303,46383.833333333336,62636,24837,86189,14364.833333333334,50012,0.3096937162239853,0.5797906692833007
150000,2,1,1,32,0,0,0,0,0,0,23364,22846,25779,22303,16981,16837,1450,5779,1300,700,1000,1000,0,0,0,0.0,0,0,128110,21351.666666666668,25779,6527,11229,1871.5,5779,0.08765055303603907,0.14234349548780786
30000,2,1,2,46,0,0,0,0,2,0,18910,20592,21949,24116,23430,25044,2000,2000,2535,0,2000,2300,0,1,2,0.3333333333333333,0,1,134041,22340.166666666668,25044,-6134,10835,1805.8333333333333,2535,0.08083287327852465,0.7446474006422008
180000,2,2,1,47,-1,-1,-2,-2,-2,-2,11900,4256,4000,4000,4000,4000,4256,4000,4000,4000,4000,4000,0,0,0,0.0,0,0,32156,5359.333333333333,11900,7900,24256,4042.6666666666665,4256,0.7542992194545511,0.029773908663470388
150000,2,2,1,41,2,2,2,2,2,2,68571,69845,71434,72365,73377,75052,3000,3300,2700,2800,3000,2800,1,6,2,2.0,1,6,430644,71774.0,75052,-6481,17600,2933.3333333333335,3300,0.04086892916439295,0.478490143399044
320000,2,1,2,32,-1,0,-1,-1,-1,-1,13122,6796,7788,6751,8354,12271,1500,8000,7000,8500,13000,15000,0,0,0,0.0,0,0,55082,9180.333333333334,13122,851,53000,8833.333333333334,15000,0.962184339996006,0.02868845201525412
440000,2,1,2,33,0,0,0,0,0,0,164269,160608,150150,139178,123627,48175,5666,5802,3577,2955,12000,1025,0,0,0,0.0,0,0,786007,131001.16666666667,164269,116094,31025,5170.833333333333,12000,0.03947160843146635,0.2977292475850434
200000,2,2,1,38,-2,-2,-2,-2,-2,-2,1430,6002,2400,2185,6718,2298,6002,2400,2185,6718,2298,2851,0,0,0,0.0,0,0,21033,3505.5,6718,-868,22454,3742.3333333333335,6718,1.067509746125321,0.017527412362938186
200000,2,2,1,45,-1,2,2,2,0,0,8934,5264,6769,2487,1857,0,0,2491,0,0,0,4313,0,3,2,1.0,1,3,25311,4218.5,8934,8934,6804,1134.0,4313,0.2688053097345133,0.02109239453802731
230000,2,1,1,35,0,0,-1,-1,-1,-1,6012,0,1897,0,89,2398,78,1897,0,89,2398,671,1,0,0,0.0,0,0,10396,1732.6666666666667,6012,3614,5133,855.5,2398,0.49370010579974993,0.007533300579852552
350000,2,1,2,38,-2,-2,-2,-2,-2,-2,10354,29812,15209,9260,2120,2459,29916,15217,9280,2128,2459,11409,0,0,0,0.0,0,0,69214,11535.666666666666,29812,7895,70409,11734.833333333334,29916,1.0172505959690819,0.03295895345060919
100000,2,1,2,31,-2,-2,-2,-2,-2,-2,1500,3794,-1678,-1478,1058,5556,3794,0,200,4058,5738,21173,0,0,0,0.0,0,0,8752,1458.6666666666667,5556,-4056,34963,5827.166666666667,21173,3.9944019193419398,0.014586520801458653
360000,2,3,2,45,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
210000,2,1,2,31,0,0,0,0,0,0,202064,206107,174581,176527,181127,172851,6000,6000,4000,5000,4000,0,0,0,0,0.0,0,0,1113257,185542.83333333334,206107,29213,25000,4166.666666666667,6000,0.022456609339434344,0.8835330942868527
360000,2,1,1,32,0,0,0,0,0,0,317024,313710,299059,281436,274358,270877,11200,12112,11500,9600,10005,9651,0,0,0,0.0,0,0,1756464,292744.0,317024,46147,64068,10678.0,12112,0.03647553466764211,0.8131755189568918
200000,2,1,2,32,-1,-1,-1,0,0,-1,14279,3904,24274,5196,4996,16890,3904,24277,4996,0,16890,6077,0,0,0,0.0,0,0,69539,11589.833333333334,24274,-2611,56144,9357.333333333334,24277,0.8073626689675008,0.05794887692228206
230000,2,1,1,34,-2,-2,-2,-2,-2,-2,711,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0.0,0,0,706,117.66666666666667,711,712,0,0.0,0,0.0,0.0005115919785856004
180000,2,4,1,41,-1,-1,-1,-1,-1,-1,22777,20311,20726,22111,25560,2461,20328,20789,22169,25560,2461,10947,0,0,0,0.0,0,0,113946,18991.0,25560,20316,102254,17042.333333333332,25560,0.8973821162470271,0.10550496941683657
170000,2,2,2,47,0,0,0,0,0,0,34804,35525,36948,38031,38698,39524,1600,2000,2000,1600,1600,1700,0,0,0,0.0,0,0,223530,37255.0,39524,-4720,10500,1750.0,2000,0.04697335045250994,0.2191457697307663
50000,2,2,1,40,0,0,2,0,0,0,6732,9052,8763,9924,9967,10176,2441,0,1313,356,369,508,0,1,2,0.3333333333333333,0,1,54614,9102.333333333334,10176,-3444,4987,831.1666666666666,2441,0.09131191064725808,0.18204302580615056
180000,2,2,2,37,1,2,0,0,0,0,37095,32881,33627,128051,106834,105551,0,3042,109470,4000,4000,7028,0,2,2,0.5,1,1,444039,74006.5,128051,-68456,127540,21256.666666666668,109470,0.28722637600216194,0.4111449380836773
100000,2,1,1,47,1,-2,-1,2,2,2,-84,-474,800,410,20,-370,0,3000,0,0,0,2500,1,4,2,1.1666666666666667,1,3,302,50.333333333333336,800,286,5500,916.6666666666666,3000,18.151815181518153,0.0005033283000503328
150000,2,1,2,28,0,0,0,0,0,0,82559,84681,87308,89316,91458,89063,3500,4000,3500,3500,3500,3500,0,0,0,0.0,0,0,524385,87397.5,91458,-6504,21500,3583.3333333333335,4000,0.04100033181663889,0.5826461156925621
180000,2,1,2,33,-2,-2,-2,-2,-2,-2,8492,5199,9973,10069,13190,20127,5199,9973,10083,13279,20127,9422,0,0,0,0.0,0,0,67050,11175.0,20127,-11635,68083,11347.166666666666,20127,1.0153912693322993,0.062082988427842066
280000,2,2,2,33,0,0,0,0,0,0,55709,51834,41426,35212,40052,46510,9441,2691,3001,6010,10000,6655,0,0,0,0.0,0,0,270743,45123.833333333336,55709,9199,37798,6299.666666666667,10000,0.1396078952811512,0.16115597206200455
150000,2,2,2,40,-2,-2,-2,-2,-2,-2,8482,3493,4724,5749,345,349,3514,4724,5749,345,349,24026,0,0,0,0.0,0,0,23142,3857.0,8482,8133,38707,6451.166666666667,24026,1.6725143671952643,0.02571316191225392
100000,2,2,1,36,2,2,2,2,2,2,78063,79346,77977,79071,76918,81713,3500,3300,3000,0,6500,3000,1,6,2,2.0,1,6,473088,78848.0,81713,-3650,19300,3216.6666666666665,6500,0.04079570651611008,0.7884721152788472
70000,2,2,1,37,0,0,0,0,2,0,66447,66759,68200,72972,71248,50610,2391,2518,5950,0,1782,1985,1,1,2,0.3333333333333333,0,1,396236,66039.33333333333,72972,15837,14626,2437.6666666666665,5950,0.03691225201079152,0.9434055703966133
220000,2,2,1,38,2,0,0,0,0,0,166513,163731,167204,169009,169554,178683,7400,7600,6100,6205,12000,7500,0,1,2,0.3333333333333333,1,1,1014694,169115.66666666666,178683,-12170,46805,7800.833333333333,12000,0.04612716136375955,0.7687040816481137
240000,2,2,1,41,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
710000,2,4,2,32,0,0,0,0,0,0,377249,382116,391305,195642,189101,182062,11000,12000,8000,7000,7000,6500,0,0,0,0.0,0,0,1717475,286245.8333333333,391305,195187,51500,8583.333333333334,12000,0.029985862975668947,0.40316257770528957
470000,2,2,2,33,-2,-2,-2,-2,-1,-1,0,0,0,0,779,0,0,0,0,779,0,0,1,0,0,0.0,0,0,779,129.83333333333334,779,0,779,129.83333333333334,779,0.9987179487179487,0.00027624054700592837
80000,2,2,1,46,-1,-1,-1,-1,-1,-1,390,390,390,390,390,390,390,390,390,390,390,390,1,0,0,0.0,0,0,2340,390.0,390,0,2340,390.0,390,0.9995728321230244,0.004874939063261709
180000,2,3,1,49,0,0,0,0,0,0,162567,163900,145992,124841,125596,113105,5821,5000,5935,4263,4200,4283,1,0,0,0.0,0,0,836001,139333.5,163900,49462,29502,4917.0,5935,0.035289389259834304,0.7740706996072244
250000,2,2,1,32,0,0,0,0,2,2,195044,198294,202571,226423,221296,234762,8000,7478,27349,0,17000,0,0,2,2,0.6666666666666666,0,2,1278390,213065.0,234762,-39718,59827,9971.166666666666,27349,0.046798671142084074,0.8522565909736362
690000,2,3,2,34,0,0,0,0,0,-1,390757,397292,390166,360568,331674,160287,14724,19118,7415,20348,160671,91323,0,0,0,0.0,0,0,2030744,338457.3333333333,397292,230470,313599,52266.5,160671,0.15442559257809327,0.4905171635016954
340000,2,1,2,45,0,0,0,0,0,0,68288,70573,69808,66670,63277,62027,15000,13500,13000,13000,13000,13000,0,0,0,0.0,0,0,400643,66773.83333333333,70573,6261,80500,13416.666666666666,15000,0.20092650832160222,0.19639304982436326
220000,2,2,2,47,0,0,0,0,0,0,103078,111729,115173,116513,119370,121516,10000,6500,5000,5000,5000,5000,0,0,0,0.0,0,0,687379,114563.16666666667,121516,-18438,36500,6083.333333333333,10000,0.053100177485524744,0.52073929966985
60000,2,3,2,44,2,2,2,2,2,2,11847,62478,55887,70562,71322,58821,55887,0,20783,2500,0,3000,1,6,2,2.0,1,6,330917,55152.833333333336,71322,-46974,82170,13695.0,55887,0.24830924881692745,0.9191985689127404
80000,2,2,2,30,-1,-1,-1,-1,-1,0,5919,5545,2154,583,11381,9508,5548,2154,583,11381,190,74,0,0,0,0.0,0,0,35090,5848.333333333333,11381,-3589,19930,3321.6666666666665,11381,0.5679518964976775,0.0731032528760057
290000,2,1,1,36,-2,-2,-2,-2,-2,-2,3602,6107,4536,6074,0,817,6107,4538,6074,0,817,1662,0,0,0,0.0,0,0,21136,3522.6666666666665,6107,2785,19198,3199.6666666666665,6107,0.9082651275015375,0.01214708455028316
170000,2,3,2,41,0,0,0,0,0,0,76704,50301,50896,52554,53084,54197,2405,2000,2500,2000,1968,2000,0,0,0,0.0,0,0,337736,56289.333333333336,76704,22507,12873,2145.5,2500,0.03811545670151627,0.33111177777385625
90000,2,3,3,42,0,0,2,0,0,0,12174,15035,14509,15518,15563,18289,3072,0,1555,600,3000,2000,1,1,2,0.3333333333333333,0,1,91088,15181.333333333334,18289,-6115,10227,1704.5,3072,0.11227480815466193,0.168679607263623
130000,2,1,2,31,0,0,0,0,0,0,133845,126804,130264,133603,132215,131848,7000,7000,7000,5500,5100,5500,0,0,0,0.0,0,0,788579,131429.83333333334,133845,1997,37100,6183.333333333333,7000,0.047046590073296306,1.010990941095325
200000,2,3,1,32,-2,-2,-2,-2,-2,-2,1380,3706,18145,14163,7909,1485,3706,18458,14170,7909,1485,1302,0,0,0,0.0,0,0,46788,7798.0,18145,-105,47030,7838.333333333333,18458,1.005150783303768,0.03898980505097475
360000,2,2,2,35,0,0,0,0,0,0,35327,42032,35665,37071,38680,42352,10000,2453,5000,5000,10000,10017,0,0,0,0.0,0,0,231127,38521.166666666664,42352,-7025,42470,7078.333333333333,10017,0.18375099511958742,0.10700294351034209
240000,2,1,1,37,0,0,0,0,0,0,157668,165762,173429,176943,176843,177183,10762,10429,10423,6843,7183,6398,0,0,0,0.0,0,0,1027828,171304.66666666666,177183,-19515,52038,8673.0,10762,0.05062904432546659,0.7137664704174843
60000,2,1,1,28,0,0,0,0,0,2,46233,47263,48696,50385,52045,52661,2100,2500,2500,2500,1600,1500,0,1,2,0.3333333333333333,0,1,297283,49547.166666666664,52661,-6428,12700,2116.6666666666665,2500,0.042720092571413196,0.8257723482386404
130000,2,2,2,42,1,2,2,2,2,2,117391,119378,121993,123503,124578,127434,5400,6000,5000,4600,5000,5100,0,6,2,1.8333333333333333,1,5,734277,122379.5,127434,-10043,31100,5183.333333333333,6000,0.042354530572889286,0.9413735278959393
310000,2,2,2,32,0,0,0,0,0,0,325056,327591,322273,272890,208257,206609,13294,12131,8543,10185,8290,7500,0,0,0,0.0,0,0,1662676,277112.6666666667,327591,118447,59943,9990.5,13294,0.03605210152062006,0.8939089443797493
80000,2,2,2,28,2,2,-1,-1,-1,-1,260,130,130,130,130,130,0,130,130,130,130,130,1,2,2,0.6666666666666666,1,2,910,151.66666666666666,260,130,650,108.33333333333333,130,0.7135016465422612,0.0018958096357128869
70000,2,2,2,30,0,0,2,0,0,0,10705,58825,53080,49153,47139,37610,50071,0,2000,2000,2000,2000,0,1,2,0.3333333333333333,0,1,256512,42752.0,58825,-26905,58071,9678.5,50071,0.22638618705484712,0.6107341323695376
180000,2,2,1,31,0,0,0,0,0,0,115400,26721,8581,2475,2654,2676,2006,1407,1000,1000,1000,1107,0,0,0,0.0,0,0,158507,26417.833333333332,115400,112724,7520,1253.3333333333333,2006,0.04744240038357685,0.14676492538004418
110000,2,2,1,45,0,0,0,0,0,0,36267,37234,37341,38208,39121,39785,1587,1694,1561,1474,1370,1514,0,0,0,0.0,0,0,227956,37992.666666666664,39785,-3518,9200,1533.3333333333333,1694,0.04035848866233544,0.3453847389266158
30000,2,3,2,47,0,0,0,0,0,0,29851,30451,28115,23092,24829,10400,1500,1695,2000,2000,2000,0,0,0,0,0.0,0,0,146738,24456.333333333332,30451,19451,9195,1532.5,2000,0.06266227792202482,0.8151839383131673
200000,2,2,2,27,0,0,0,0,0,0,125854,127843,131352,130884,132142,118084,4775,6579,4734,4368,4183,4227,0,0,0,0.0,0,0,766159,127693.16666666667,132142,7770,28866,4811.0,6579,0.03767620340398872,0.6384626410201283
30000,2,4,1,33,0,0,0,0,0,0,25083,25244,26286,26458,26668,28195,1406,1838,1400,1000,2342,1000,0,0,0,0.0,0,0,157934,26322.333333333332,28195,-3112,8986,1497.6666666666667,2342,0.056896824643049355,0.8773818650489428
210000,2,1,2,27,-1,2,-1,-1,-1,-1,780,390,390,1554,5705,6386,0,390,1554,5705,2000,0,1,1,2,0.3333333333333333,1,1,15205,2534.1666666666665,6386,-5606,9649,1608.1666666666667,5705,0.6345521504669209,0.012067402853637204
80000,2,4,1,30,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
120000,2,3,1,40,0,0,0,0,0,0,97886,74638,70864,64193,61733,59717,3003,2823,2514,1732,1756,1689,0,0,0,0.0,0,0,429031,71505.16666666667,97886,38169,13517,2252.8333333333335,3003,0.03150580842454642,0.5958714232936948
30000,2,2,1,43,-1,-1,-1,-1,-2,-1,10443,4503,9000,0,0,5394,4503,9000,0,0,5394,6171,0,0,0,0.0,0,0,29340,4890.0,10443,5049,25068,4178.0,9000,0.8543676084659692,0.16299456684777175
490000,2,2,2,33,0,0,0,0,0,0,58308,64927,60011,49409,39945,49932,10000,8160,7000,2000,37000,3000,0,0,0,0.0,0,0,322532,53755.333333333336,64927,8376,67160,11193.333333333334,37000,0.20822675509172706,0.10970453801794963
260000,2,4,1,41,-1,-1,-1,-1,-1,-1,2398,2289,3593,5332,1994,5782,2294,3601,5348,2802,5801,2013,0,0,0,0.0,0,0,21388,3564.6666666666665,5782,-3384,21859,3643.1666666666665,5801,1.0219739118238347,0.013710203678703799
230000,2,2,2,30,-1,-1,-1,2,-1,-1,3948,5899,4080,1935,1656,2351,5899,4080,0,1656,2351,3312,1,1,2,0.3333333333333333,0,1,19869,3311.5,5899,1597,17298,2883.0,5899,0.870558631102164,0.014397763487984834
110000,2,2,1,46,0,-1,-1,-1,-1,-1,2359,2410,2151,2161,1719,107591,2410,2151,2161,1719,107591,5000,1,0,0,0.0,0,0,118391,19731.833333333332,107591,-105232,121032,20172.0,107591,1.0222988039732415,0.17937867231510016
150000,2,2,2,40,0,0,0,0,0,0,76282,78800,67443,68720,70572,72275,3705,4000,3000,3000,3000,4000,0,0,0,0.0,0,0,434092,72348.66666666667,78800,4007,20705,3450.8333333333335,4000,0.04769715245350651,0.4823212289695847
170000,2,2,1,29,0,0,0,0,0,0,79091,62575,63317,63903,43505,43995,2235,2493,2585,1683,1901,2111,0,0,0,0.0,0,0,356386,59397.666666666664,79091,35096,13008,2168.0,2585,0.03649964785471973,0.34939598394519245
90000,2,2,1,35,0,0,2,0,0,0,35232,38329,37433,38507,39468,40183,4000,0,1700,1600,1500,4000,0,1,2,0.3333333333333333,0,1,229152,38192.0,40183,-4951,12800,2133.3333333333335,4000,0.055857876615187235,0.42435084054621613
70000,2,3,1,40,0,0,-2,-2,-2,-2,14896,0,0,0,0,0,0,0,0,0,0,5704,0,0,0,0.0,0,0,14896,2482.6666666666665,14896,14896,5704,950.6666666666666,5704,0.3828958850775324,0.03546616000723799
100000,2,1,2,28,1,2,0,0,0,0,102122,96193,82342,81967,82177,78840,322,3600,3800,3000,3000,3023,0,2,2,0.5,1,1,523641,87273.5,102122,23282,16745,2790.8333333333335,3800,0.03197795440396301,0.8727262727372727
50000,2,3,1,34,0,0,0,0,0,0,24203,23708,23609,22675,21628,20576,1367,1741,1280,706,700,776,0,0,0,0.0,0,0,136399,22733.166666666668,24203,3627,6570,1095.0,1741,0.04816715542521994,0.4546542402485284
30000,2,2,1,35,0,0,0,0,0,0,30471,30578,29846,28631,27359,21750,1472,2000,1064,1000,1223,0,0,0,0,0.0,0,0,168635,28105.833333333332,30578,8721,6759,1126.5,2000,0.04008040987689461,0.9368298834483295
280000,2,2,1,37,0,0,0,0,0,0,252814,255974,110389,114874,118273,114204,10610,10018,10000,5038,5039,5010,1,0,0,0.0,0,0,966528,161088.0,255974,138610,45715,7619.166666666667,10610,0.047298115214339145,0.5753122310277463
210000,2,3,1,41,0,0,-1,-1,-2,-2,59071,58830,364,-649,-649,-649,2000,17864,569,0,0,1000,0,0,0,0.0,0,0,116318,19386.333333333332,59071,59720,21433,3572.1666666666665,17864,0.18426052493573708,0.09231543341857101
20000,2,3,3,35,0,-1,2,2,-1,-1,3975,362,2182,1500,500,0,362,2000,0,500,0,0,0,2,2,0.6666666666666666,0,2,8519,1419.8333333333333,3975,3975,2862,477.0,2000,0.3359154929577465,0.07098811726080362
250000,2,4,1,33,0,0,0,0,0,0,211084,211577,202346,203132,201230,199820,6934,7000,8975,7043,8000,10000,0,0,0,0.0,0,0,1229189,204864.83333333334,211577,11264,47952,7992.0,10000,0.03901105606130867,0.8194560555091114
70000,2,2,1,34,0,0,0,0,0,0,43662,44733,45775,46911,48128,51182,1800,1764,1900,2000,4000,2000,1,0,0,0.0,0,0,280391,46731.833333333336,51182,-7520,13464,2244.0,4000,0.04801848840195155,0.667588082075018
120000,2,1,2,34,0,0,0,-1,-1,-1,8113,8796,12210,3095,0,2873,2000,5312,3095,0,2873,0,0,0,0,0.0,0,0,35087,5847.833333333333,12210,5240,13280,2213.3333333333335,5312,0.37847697218422255,0.04873153834829154
300000,2,1,2,36,-2,-2,-2,-2,-2,-2,230,469,899,0,0,0,469,899,0,0,0,1051,0,0,0,0.0,0,0,1598,266.3333333333333,899,230,2419,403.1666666666667,1051,1.5128205128205128,0.0008877748185283826
310000,2,2,1,39,-2,-2,-2,-2,-2,-2,360,360,360,360,360,360,360,360,360,360,360,360,0,0,0,0.0,0,0,2160,360.0,360,0,2160,360.0,360,0.999537251272559,0.0011612865764949146
20000,2,3,2,34,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
50000,2,2,2,37,0,-1,-1,2,0,0,16090,38710,43085,42093,44393,45682,38710,5000,0,3000,2000,5000,0,1,2,0.3333333333333333,0,1,230053,38342.166666666664,45682,-29592,53710,8951.666666666666,38710,0.23346692515670234,0.7668279967733979
